"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","BSS Id","SSID","Info"
"959","5.869317","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-43 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=26, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"960","5.872927","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-43 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4013, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"975","5.974174","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-41 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4014, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"989","6.074110","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=28, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"990","6.077720","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4015, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1006","6.176532","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=29, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1007","6.180136","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4016, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1022","6.278968","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=30, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1023","6.282574","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4017, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1040","6.381313","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=31, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1041","6.384920","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4018, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1058","6.483770","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-41 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=32, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1059","6.487375","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-41 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4019, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1073","6.586110","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-41 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=33, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1074","6.589724","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-41 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4020, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1088","6.688503","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=34, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1089","6.692115","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4021, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1105","6.793490","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=35, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1106","6.797100","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4022, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1117","6.893429","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=36, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1118","6.896993","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4023, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1129","6.995773","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=37, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1130","6.999367","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4024, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1156","7.098091","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=38, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1157","7.101706","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4025, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1172","7.200530","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=39, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1173","7.204129","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4026, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1186","7.302968","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-40 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=40, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1187","7.306275","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-40 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4027, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1197","7.405335","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=41, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1198","7.408933","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4028, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1213","7.508697","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=42, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1214","7.512019","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4029, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1225","7.610141","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=43, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1226","7.613741","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4030, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1240","7.712515","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=44, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1241","7.716120","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4031, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1254","7.817519","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=45, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1255","7.821119","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4032, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1267","7.917343","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=46, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1268","7.920965","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4033, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1285","8.019709","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=47, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1286","8.023321","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4034, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1308","8.122092","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=48, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1309","8.125722","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4035, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1323","8.224516","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=49, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1324","8.228117","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4036, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1341","8.326947","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=50, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1342","8.330537","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4037, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1360","8.429319","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=51, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1361","8.432925","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4038, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1379","8.531703","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=52, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1380","8.535283","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4039, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1397","8.634087","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=53, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1398","8.637718","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4040, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1417","8.736497","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=54, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1418","8.740111","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4041, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1435","8.838907","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=55, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1436","8.842483","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4042, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1460","8.944896","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=56, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1461","8.944910","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4043, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1478","9.043674","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=57, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1479","9.047286","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4044, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1500","9.146081","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=58, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1501","9.149688","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4045, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1524","9.251061","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=59, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1525","9.254674","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4046, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1543","9.351170","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=60, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1544","9.354781","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4047, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1562","9.453277","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=61, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1563","9.456893","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4048, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1583","9.555684","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=62, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1584","9.559321","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4049, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1600","9.658107","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=63, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1601","9.661717","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4050, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1618","9.760516","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=64, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1619","9.764132","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4051, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1639","9.863023","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=65, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1640","9.866610","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4052, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1661","9.967870","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=66, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1662","9.971499","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4053, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1676","10.067676","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=67, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1677","10.071289","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4054, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1694","10.170099","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=68, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1695","10.173678","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4055, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1711","10.275177","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=69, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1712","10.278791","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4056, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1729","10.374913","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=70, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1730","10.378529","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4057, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1746","10.477298","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=71, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1747","10.480896","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4058, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1762","10.582306","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4059, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1775","10.682100","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=73, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1776","10.685697","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4060, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1791","10.784508","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=74, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1792","10.788100","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4061, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1806","10.886920","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=75, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1807","10.890516","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4062, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1825","10.989277","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=76, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1826","10.992889","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4063, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1846","11.091686","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=77, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1847","11.095297","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4064, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1866","11.194088","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=78, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1867","11.197697","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4065, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1889","11.296486","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=79, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1890","11.300107","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4066, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1911","11.398877","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=80, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1912","11.402479","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4067, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1930","11.501288","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=81, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"1931","11.504905","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=4068, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
